Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Business Location
0355373-01-001,0355373,Lee Song Chu,Smile's B B Q,2619 Mission St,94110,08,3079,05/08/2002 12:00:00 AM,05/08/2002 12:00:00 AM,2619 Mission St,"2619 MISSION ST
San Francisco, CA 94110
(37.754985, -122.418703)"
0355451-01-001,0355451,San Francisco Las Estrellas In,Las Estrellas,330 Gough St,94102,08,5800,05/02/2002 12:00:00 AM,05/02/2002 12:00:00 AM,330 Gough St,"330 GOUGH ST
San Francisco, CA 94102
(37.776427, -122.422908)"
0355451-02-001,0355451,San Francisco Las Estrellas In,Stelline,330 Gough St,94102,08,5800,05/02/2002 12:00:00 AM,05/02/2002 12:00:00 AM,330 Gough St,"330 GOUGH ST
San Francisco, CA 94102
(37.776427, -122.422908)"
0355454-01-001,0355454,Crepe O Chocolat,Crepe O Chocolat,75 O'farrell St,94108,08,5800,05/01/2002 12:00:00 AM,05/01/2002 12:00:00 AM,75 Ofarrell St,"75 O FARRELL ST
San Francisco, CA 94108
(37.78668, -122.406101)"
0355454-02-001,0355454,Crepe O Chocolat,Bio,75 O'farrell St,94108,08,5800,05/01/2002 12:00:00 AM,03/15/2011 12:00:00 AM,75 Ofarrell St,"75 O FARRELL ST
San Francisco, CA 94108
(37.78668, -122.406101)"
0355595-01-001,0355595,Confusion Boredom Llc,St Francis Fountain,2801 24th St,94110,08,5812,03/25/2002 12:00:00 AM,03/25/2002 12:00:00 AM,105 E Strawberry Dr.,"2801 24TH ST
San Francisco, CA 94110
(37.752842, -122.408365)"
0355610-01-001,0355610,Ho Helena,Patty's Dry Clean,101 Spear St B3,94105,08,3079,06/01/2002 12:00:00 AM,06/01/2002 12:00:00 AM,101 Spear St #B3,"101 SPEAR ST
San Francisco, CA 94105
(37.792534, -122.394067)"
0355610-02-001,0355610,Ho Helena,Nas Coffee,101 Spear St #A9,94105,08,3079,06/01/2002 12:00:00 AM,11/01/2007 12:00:00 AM,101 Spear St #B3,"101 SPEAR ST
San Francisco, CA 94105
(37.792534, -122.394067)"
0355788-01-001,0355788,Louies Athntc Cantonesecuisine,Louies Ca Chinese Cuisine,646 Washington St,94111,08,5800,05/14/2002 12:00:00 AM,05/14/2002 12:00:00 AM,739 Washington Street #300,"646 WASHINGTON ST
San Francisco, CA 94111
(37.795411, -122.404336)"
0355910-01-001,0355910,Maharani Restaurant Inc,Maharani Restaurant,1122 Post St,94109,08,5800,05/11/2010 12:00:00 AM,05/11/2010 12:00:00 AM,0000 Undeliverable Mail,"1122 POST ST
San Francisco, CA 94109
(37.786771, -122.420284)"
0355945-02-001,0355945,Ramezanbeigi Mehrdad,Cafe Du Soleil,345 3rd St,94107,08,3079,06/01/2002 12:00:00 AM,07/19/2012 12:00:00 AM,345 3rd St,"345 3RD ST
San Francisco, CA 94107
(37.783075, -122.398039)"
0355952-01-001,0355952,La Corneta Inc,La Corneta Taqueria,2834 Diamond St,94131,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,2834 Diamond St,"2834 DIAMOND ST
San Francisco, CA 94131
(37.733996, -122.434026)"
0355952-02-001,0355952,La Corneta Inc,La Corneta Taqueria,2731 Mission St,94110,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,2834 Diamond St,"2731 MISSION ST
San Francisco, CA 94110
(37.753348, -122.418545)"
0355959-01-001,0355959,Us Restaurant Management Llc,A La Turca,869 Geary St,94109,08,5800,06/01/2002 12:00:00 AM,06/01/2002 12:00:00 AM,869 Geary St,"869 GEARY ST
San Francisco, CA 94109
(37.786166, -122.417623)"
0356054-01-001,0356054,San Francisco Madeleine Inc,Cafe Madeleine,43 Ofarrell St,94108,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,312 19th Ave,"43 OFARRELL ST
San Francisco, CA 94108
(37.786733, -122.405689)"
0356054-01-002,0356054,San Francisco Madeleine Inc,Cafe Madeleine,300 California St,94104,08,5800,01/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,312 19th Ave,"300 CALIFORNIA ST
San Francisco, CA 94104
(37.79322, -122.399963)"
0356054-02-001,0356054,San Francisco Madeleine Inc,Cafe Madeline,149 New Montgomery St,94105,08,5800,01/01/2002 12:00:00 AM,09/01/2004 12:00:00 AM,312 19th Ave,"149 NEW MONTGOMERY ST
San Francisco, CA 94105
(37.786642, -122.399513)"
0356090-02-001,0356090,Simco Fine Dining Llc,Fog Harbor Fish House,Pier 39 #213,94133,08,5800,06/03/2002 12:00:00 AM,02/01/2007 12:00:00 AM,39 Pier #213,"213 San
Francisco, CA 94133
"
0356193-02-001,0356193,Nihon Sf Inc,Nihon Whisky Lounge,1779 Folsom St,94103,08,5800,10/01/2005 12:00:00 AM,10/01/2005 12:00:00 AM,1300 Fulton St,"1779 FOLSOM ST
San Francisco, CA 94103
(37.768682, -122.415644)"
0356274-02-001,0356274,Encinas Irma,Puerto Vallarta,2765 24th St,94110,08,3079,05/30/2002 12:00:00 AM,05/30/2002 12:00:00 AM,0000 Undeliverable Mail,"2765 24TH ST
San Francisco, CA 94110
(37.752899, -122.407556)"
0356367-01-001,0356367,Del Castillo Gonzalo M,Law Offcs Gonzalo Del Castillo,230 Laussat St,94117,08,3079,06/03/2002 12:00:00 AM,07/01/2006 12:00:00 AM,16 Dehon St,"230 LAUSSAT ST
San Francisco, CA 94117
(37.771541, -122.431262)"
0356367-02-001,0356367,Del Castillo Gonzalo M,Lola Bar,16 Dehon St,94114,08,3079,06/03/2002 12:00:00 AM,10/05/2007 12:00:00 AM,16 Dehon St,"16 DEHON ST
San Francisco, CA 94114
(37.764393, -122.430135)"
0356367-03-001,0356367,Del Castillo Gonzalo M,Lalola,1358 Mason St,94133,08,3079,06/03/2002 12:00:00 AM,10/10/2008 12:00:00 AM,16 Dehon St,"1358 MASON ST
San Francisco, CA 94133
(37.795975, -122.411663)"
0356468-01-001,0356468,Jwainat Hail S,Crepes On Cole,100 Carl St,94117,08,3079,06/01/2002 12:00:00 AM,06/01/2002 12:00:00 AM,100 Carl St,"100 CARL ST
San Francisco, CA 94117
(37.765776, -122.450259)"
0356767-02-001,0356767,Herrera Rosa E,Rosy's Restaurant,2341 Folsom St,94110,08,3079,04/07/2009 12:00:00 AM,04/07/2009 12:00:00 AM,0000 Undeliverable Mail,"2341 FOLSOM ST
San Francisco, CA 94110
(37.759821, -122.414778)"
0356767-03-002,0356767,Herrera Rosa E,Rosy's Cafe,2341 Folsom St,94110,08,3079,04/07/2009 12:00:00 AM,01/16/2013 12:00:00 AM,0000 Undeliverable Mail,"2341 FOLSOM ST
San Francisco, CA 94110
(37.759821, -122.414778)"
0357213-01-001,0357213,Dang Chau Bao / Tommy Ly,Les Croissant,2 California St,94111,08,3079,07/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,500 Sansome St 500 Suite,"2 CALIFORNIA ST
San Francisco, CA 94111
(37.793679, -122.396701)"
0357213-02-001,0357213,Dang Chau Bao / Tommy Ly,Les Croissants Cafe,1840 Geary Blvd,94115,08,3079,07/01/2002 12:00:00 AM,06/01/2005 12:00:00 AM,500 Sansome St 500 Suite,"1840 GEARY BLVD
San Francisco, CA 94115
(37.784499, -122.433064)"
0357405-01-001,0357405,Am & Ao Corporation,Jitra Thai Cuisine,2545 Ocean Ave,94132,08,5800,07/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,2545 Ocean Ave,"2545 OCEAN AVE
San Francisco, CA 94132
(37.731578, -122.472933)"
0357491-01-001,0357491,Angelina's Deli-Cafe Inc,Angelina's Deli-Cafe,6000 California St,94121,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,6000 California St,"6000 CALIFORNIA ST
San Francisco, CA 94121
(37.784019, -122.481978)"
0357801-03-001,0357801,Ramnandana Nongnuch,The Od Siam Thai Restaurant,201 Ellis St,94102,08,3079,07/15/2008 12:00:00 AM,07/15/2008 12:00:00 AM,201 Ellis St,"201 ELLIS ST
San Francisco, CA 94102
(37.78526, -122.409708)"
0357830-01-001,0357830,Prive Bar Lounge Inc,Prive,651 Howard St,94105,08,5800,08/01/2002 12:00:00 AM,08/01/2002 12:00:00 AM,651 Howard Street,"651 HOWARD ST
San Francisco, CA 94105
(37.785835, -122.399424)"
0357830-02-001,0357830,Prive Bar Lounge Inc,Roe Restaurant,651 Howard St,94105,08,5800,08/01/2002 12:00:00 AM,10/02/2003 12:00:00 AM,651 Howard Street,"651 HOWARD ST
San Francisco, CA 94105
(37.785835, -122.399424)"
0357966-01-001,0357966,Phoenix Irish Bar Llc The,Phoenix Irish Bar & Restaurant,811 Valencia St,94110,08,5800,07/22/2002 12:00:00 AM,07/22/2002 12:00:00 AM,811 Valencia St,"811 VALENCIA ST
San Francisco, CA 94110
(37.759819, -122.421402)"
0358007-01-001,0358007,Kyi Aung,Deja Vu Pizza & Pasta,3227 16th St,94103,08,3079,07/30/2002 12:00:00 AM,07/30/2002 12:00:00 AM,3227 16th St,"3227 16TH ST
San Francisco, CA 94103
(37.764733, -122.42472)"
0358153-01-001,0358153,Serrano's Pizza Inc,Serrano's Pizza Inc,3274 21st St,94110,08,5800,07/01/2002 12:00:00 AM,07/01/2002 12:00:00 AM,3274 21st St,"3274 21ST ST
San Francisco, CA 94110
(37.756945, -122.420537)"
0358422-01-001,0358422,Chun Sena & Chun Hui Taek,Juheng Acupuncture Clinic,1660 Geary Blvd 1,94115,08,5812,09/03/2002 12:00:00 AM,09/03/2002 12:00:00 AM,1660 Geary Blvd #1,"1660 GEARY BLVD
San Francisco, CA 94115
(37.784781, -122.430665)"
0358689-01-001,0358689,Pacific Court Inc,Pacific Court Cafe,728 Pacific Ave,94133,08,5800,07/08/2002 12:00:00 AM,07/08/2002 12:00:00 AM,728 Pacific Ave,"728 PACIFIC AVE
San Francisco, CA 94133
(37.796834, -122.407445)"
0358709-01-001,0358709,San Francisco Soup Company,San Francisco Soup Company,451 6th Street,94103,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,451 6th St,"451 6TH STREET
San Francisco, CA 94103
(37.776554, -122.403187)"
0358709-01-002,0358709,San Francisco Soup Company,San Francisco Soup Company,50 Post St,94104,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,451 6th St,"50 POST ST
San Francisco, CA 94104
(37.788992, -122.402927)"
0358709-01-004,0358709,San Francisco Soup Company,San Francisco Soup Company,1 Market St,94105,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,451 6th St,"1 MARKET ST
San Francisco, CA 94105
(37.794096, -122.395302)"
0358709-01-005,0358709,San Francisco Soup Company,San Francisco Soup Company,221 Montgomery St,94104,08,5800,01/01/2002 12:00:00 AM,01/01/2002 12:00:00 AM,451 6th St,"221 MONTGOMERY ST
San Francisco, CA 94104
(37.791312, -122.402468)"
0358709-01-007,0358709,San Francisco Soup Company,San Francisco Soup Company,275 Battery St,94111,08,5800,01/01/2002 12:00:00 AM,12/16/2003 12:00:00 AM,451 6th St,"275 BATTERY ST
San Francisco, CA 94111
(37.793915, -122.400111)"
0358709-01-008,0358709,San Francisco Soup Company,San Francisco Soup Company,50 Fremont Street,94105,08,5800,01/01/2002 12:00:00 AM,01/01/2005 12:00:00 AM,451 6th St,"50 FREMONT STREET
San Francisco, CA 94105
(37.790767, -122.3971)"
0358709-01-009,0358709,San Francisco Soup Company,San Francisco Soup Company,135 4th St Fc 2,94103,08,5800,01/01/2002 12:00:00 AM,03/06/2012 12:00:00 AM,451 6th St,"135 4TH ST
San Francisco, CA 94103
(37.784013, -122.403669)"
0358709-02-001,0358709,San Francisco Soup Company,San Francisco Soup Company,1 California St,94111,08,5800,01/01/2002 12:00:00 AM,02/12/2007 12:00:00 AM,451 6th St,"1 CALIFORNIA ST
San Francisco, CA 94111
(37.793534, -122.397317)"
0358709-03-001,0358709,San Francisco Soup Company,San Francisco Soup Company,315 California St,94104,08,5800,01/01/2002 12:00:00 AM,08/16/2006 12:00:00 AM,451 6th St,"315 CALIFORNIA ST
San Francisco, CA 94104
(37.793153, -122.400482)"
0358709-04-001,0358709,San Francisco Soup Company,San Francisco Soup Company,3251 20th Ave 250a,94132,08,5800,01/01/2002 12:00:00 AM,03/19/2007 12:00:00 AM,451 6th St,"3251 20TH AVE
San Francisco, CA 94132
(37.727905, -122.475605)"
0358709-05-001,0358709,San Francisco Soup Company,San Francisco Soup Company,845 Market St Space 11,94103,08,5800,01/01/2002 12:00:00 AM,09/28/2006 12:00:00 AM,451 6th St,"845 MARKET ST
San Francisco, CA 94103
(37.784972, -122.406844)"
0358709-06-001,0358709,San Francisco Soup Company,San Francisco Soup Company,301 Howard St,94105,08,5800,01/01/2002 12:00:00 AM,05/04/2006 12:00:00 AM,451 6th St,"301 HOWARD ST
San Francisco, CA 94105
(37.789763, -122.394463)"
0358709-07-001,0358709,San Francisco Soup Company,San Francisco Soup Company,580 California St,94104,08,5800,01/01/2002 12:00:00 AM,03/23/2009 12:00:00 AM,451 6th St,"580 CALIFORNIA ST
San Francisco, CA 94104
(37.792682, -122.404103)"
0358709-08-001,0358709,San Francisco Soup Company,San Francisco Soup Company,185 Berry St,94107,08,5800,01/01/2002 12:00:00 AM,12/01/2011 12:00:00 AM,451 6th St,"185 BERRY ST
San Francisco, CA 94107
(37.777228, -122.391545)"
0358734-01-001,0358734,"Siri Group, Inc",Basil Thai Restaurant & Bar,1175 Folsom St,94103,08,5800,01/01/2001 12:00:00 AM,01/01/2001 12:00:00 AM,1175 Folsom St,"1175 FOLSOM ST
San Francisco, CA 94103
(37.775554, -122.409359)"
0358814-02-001,0358814,Shibumi Llc,Samovar,498 Sanchez St,94114,08,5812,08/26/2002 12:00:00 AM,01/01/2003 12:00:00 AM,2712 Mercantile Dr,"498 SANCHEZ ST
San Francisco, CA 94114
(37.761158, -122.430571)"
0358814-03-001,0358814,Shibumi Llc,Samovar Tea Lounge,730 Howard St,94103,08,5812,08/26/2002 12:00:00 AM,05/01/2006 12:00:00 AM,2712 Mercantile Dr,"730 HOWARD ST
San Francisco, CA 94103
(37.783867, -122.401943)"
0358814-03-002,0358814,Shibumi Llc,Samovar Tea Lounge,297 Page St,94102,08,5812,08/26/2002 12:00:00 AM,12/10/2008 12:00:00 AM,2712 Mercantile Dr,"297 PAGE ST
San Francisco, CA 94102
(37.773665, -122.425684)"
0358841-01-001,0358841,"Zhen,benson & Xu, Anna",Happy Garden Restaurant,815 Clement St,94118,08,3079,08/28/2002 12:00:00 AM,08/28/2002 12:00:00 AM,Po Box 210711,"815 CLEMENT ST
San Francisco, CA 94118
(37.782788, -122.468017)"
0358924-02-001,0358924,Kaplan Emily M,Emmys Spaghetti Shack,3355 Mission St,94110,08,3079,09/01/2002 12:00:00 AM,02/12/2013 12:00:00 AM,Po Box 1563,"3355 MISSION ST
San Francisco, CA 94110
(37.743068, -122.42151)"
0359034-01-001,0359034,Zushi Puzzle Inc,Zushi Puzzle Inc,1910 Lombard St,94123,08,5800,09/15/2002 12:00:00 AM,09/15/2002 12:00:00 AM,16041 Via Nueva,"1910 LOMBARD ST
San Francisco, CA 94123
(37.80027, -122.433048)"
0359141-01-001,0359141,Campbell & Utting Inc,The Liberties Irish Bar & Rest,998 Guerrero St,94110,08,5800,08/01/2002 12:00:00 AM,08/01/2002 12:00:00 AM,998 Guerrero St,"998 GUERRERO ST
San Francisco, CA 94110
(37.755301, -122.423239)"
0359166-02-001,0359166,Ae Retail West Llc,American Eagle Outfitters,865 Market St 148,94103,08,5800,06/20/2002 12:00:00 AM,06/20/2002 12:00:00 AM,77 Hot Metal Street,"865 MARKET ST
San Francisco, CA 94103
(37.784904, -122.406929)"
0359344-01-001,0359344,Lee Sharon D,The Spot,959 Buchanan St E,94102,08,3079,09/12/2002 12:00:00 AM,04/18/2006 12:00:00 AM,959 Buchanan St #E,"959 BUCHANAN ST E
San Francisco, CA 94102
(37.778677, -122.428425)"
0359360-01-001,0359360,Kawasumi Masayuki,Sushi Time,2275 Market St G,94114,08,3079,10/01/2002 12:00:00 AM,10/01/2002 12:00:00 AM,2275 Market St,"2275 MARKET ST
G San Francisco, CA 94114
(37.764795, -122.432237)"
0359562-01-001,0359562,Haile Taddesse,Haile Janitorial Service,627 Fulton St,94102,08,3079,09/20/2002 12:00:00 AM,07/01/2003 12:00:00 AM,901 Divisadero St #A,"627 FULTON ST
San Francisco, CA 94102
(37.778243, -122.427352)"
0359562-05-001,0359562,Haile Taddesse,Oasis Cafe,901 Divisadero St,94115,08,3079,09/20/2002 12:00:00 AM,03/01/2010 12:00:00 AM,901 Divisadero St #A,"901 DIVISADERO ST
San Francisco, CA 94115
(37.777784, -122.438414)"
0359596-01-001,0359596,Hur Joon Seok,Rika Express,900 Bush St 101c,94109,08,3079,09/30/2002 12:00:00 AM,09/30/2002 12:00:00 AM,150 Lombard St Apt 208,"900 BUSH ST
San Francisco, CA 94109
(37.789669, -122.412692)"
0359596-02-001,0359596,Hur Joon Seok,Ninja Sushi,900 Bush St 101c,94109,08,3079,09/30/2002 12:00:00 AM,01/01/2009 12:00:00 AM,150 Lombard St Apt 208,"900 BUSH ST
San Francisco, CA 94109
(37.789669, -122.412692)"
0359596-03-001,0359596,Hur Joon Seok,Izakaya Ninja,900 Bush St 101c,94109,08,3079,09/30/2002 12:00:00 AM,01/01/2009 12:00:00 AM,150 Lombard St Apt 208,"900 BUSH ST
San Francisco, CA 94109
(37.789669, -122.412692)"
0359596-04-001,0359596,Hur Joon Seok,Sushi Rika,900 Bush St 101c,94109,08,3079,09/30/2002 12:00:00 AM,01/01/2009 12:00:00 AM,150 Lombard St Apt 208,"900 BUSH ST
San Francisco, CA 94109
(37.789669, -122.412692)"
0359621-01-001,0359621,Mansi Food Inc,Taco Bell,7 Drumm St,94111,08,5800,10/01/2002 12:00:00 AM,10/01/2002 12:00:00 AM,3000f Danville Bl #187,"7 DRUMM ST
San Francisco, CA 94111
(37.793844, -122.396493)"
0359777-02-001,0359777,Mitchell Darien,Daddyboy's Pizza,4524 3rd St,94124,08,3079,09/27/2002 12:00:00 AM,04/19/2006 12:00:00 AM,1430 Thomas Ave,"4524 3RD ST
San Francisco, CA 94124
(37.736808, -122.39007)"
0359876-01-001,0359876,Jaber Naif Talal,Seniores Pizza,2415 19th Ave,94116,08,3079,10/01/2002 12:00:00 AM,10/01/2002 12:00:00 AM,2415 19th Avenue,"2415 19TH AVE
San Francisco, CA 94116
(37.742737, -122.475683)"
0359884-02-001,0359884,Orizzonte Inc,Amarena Restaurant,2162 Larkin St,94109,08,5800,06/14/2002 12:00:00 AM,01/01/2004 12:00:00 AM,2162 Larkin St,"2162 LARKIN ST
San Francisco, CA 94109
(37.797931, -122.420494)"
0359922-01-001,0359922,Alsaad Yousef F,Garage Cafe & Market,320 11th St,94103,08,3079,10/02/2002 12:00:00 AM,10/02/2002 12:00:00 AM,320 11th St,"320 11TH ST
San Francisco, CA 94103
(37.771473, -122.413538)"
0359972-01-001,0359972,Zapopan Inc,Chava's Mexican Restaurant,2839 Mission St,94110,08,5800,10/19/2002 12:00:00 AM,10/19/2002 12:00:00 AM,2839 Mission St,"2839 MISSION ST
San Francisco, CA 94110
(37.751565, -122.418379)"
0359979-02-001,0359979,Tran Man Minh & Hue Minh,Little Paris Coffee Shop,1131 Stockton St,94108,08,5812,10/01/2002 12:00:00 AM,12/01/2012 12:00:00 AM,950 Stockton St #403,"1131 STOCKTON ST
San Francisco, CA 94108
(37.796054, -122.408317)"
0360171-01-001,0360171,S F Hilton Llc,Hilton San Francisco,333 O'farrell St,94102,08,5800,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,333 Ofarrell St,"333 O FARRELL ST
San Francisco, CA 94102
(37.786069, -122.410864)"
0360171-02-001,0360171,S F Hilton Llc,Cityscape Restaurant,333 O'farrell St,94102,08,5800,01/01/2003 12:00:00 AM,09/21/2010 12:00:00 AM,333 Ofarrell St,"333 O FARRELL ST
San Francisco, CA 94102
(37.786069, -122.410864)"
0360171-07-001,0360171,S F Hilton Llc,Sf Hilton Banquet Facil,333 O'farrell St,94102,08,5800,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,333 Ofarrell St,"333 O FARRELL ST
San Francisco, CA 94102
(37.786069, -122.410864)"
0360171-08-001,0360171,S F Hilton Llc,Sf Hilton Employees Cafe,333 O'farrell St,94102,08,5800,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,333 Ofarrell St,"333 O FARRELL ST
San Francisco, CA 94102
(37.786069, -122.410864)"
0360171-09-001,0360171,S F Hilton Llc,Starbucks @ Hilton Sf,333 O'farrell St,94102,08,5800,01/01/2003 12:00:00 AM,04/22/2008 12:00:00 AM,333 Ofarrell St,"333 O FARRELL ST
San Francisco, CA 94102
(37.786069, -122.410864)"
0360276-01-001,0360276,Karmic Bambuddha Group Llc,Bambuddha Lounge & Restaurant,601 Eddy St,94109,08,5800,10/11/2002 12:00:00 AM,10/11/2002 12:00:00 AM,1369 Hyde St Apt 12,"601 EDDY ST
San Francisco, CA 94109
(37.783236, -122.418092)"
0360538-01-001,0360538,Gomez Christina A,El Tin Tan,3065 16th St,94103,08,3079,10/24/2002 12:00:00 AM,10/24/2002 12:00:00 AM,1225 Edgewood Way,"3065 16TH ST
San Francisco, CA 94103
(37.764963, -122.421005)"
0360788-01-001,0360788,Lei Joanna & Lei Ricky,Jo Jos Cafe,1537 Ocean Ave,94112,08,5812,12/01/2002 12:00:00 AM,12/01/2002 12:00:00 AM,1537 Ocean Ave,"1537 OCEAN AVE
San Francisco, CA 94112
(37.724436, -122.458823)"
0360817-01-001,0360817,Heung Yuen Restaurant,Heung Yuen Restaurant,3279 22nd St,94110,08,5800,10/01/2002 12:00:00 AM,10/01/2002 12:00:00 AM,3279 22nd St,"3279 22ND ST
San Francisco, CA 94110
(37.755342, -122.42044)"
0360914-01-001,0360914,Michaels Dan S,Vamped Consulting,2409 46th Ave,94116,08,3079,11/05/2002 12:00:00 AM,11/05/2002 12:00:00 AM,1298 12th Ave,"2409 46TH AVE
San Francisco, CA 94116
(37.741466, -122.504599)"
0360914-02-001,0360914,Michaels Dan S,Irving Subs And Cheese Shop,1298 12th Ave,94122,08,3079,11/05/2002 12:00:00 AM,12/01/2013 12:00:00 AM,1298 12th Ave,"1298 12TH AVE
San Francisco, CA 94122
(37.763893, -122.469515)"
0360924-02-001,0360924,Hodges Gilbert R,Pizzeria Avellino,2769 Lombard St,94123,08,3079,10/01/2002 12:00:00 AM,12/30/2013 12:00:00 AM,2769 Lombard St,"2769 LOMBARD ST
SAN FRANCISCO, CA 94123
(37.798496, -122.44709)"
0360962-01-001,0360962,Choi Chun L,Gourmet Dim Sum Cafe,651 Clement St,94118,08,3079,11/01/2002 12:00:00 AM,11/01/2002 12:00:00 AM,651 Clement St,"651 CLEMENT ST
San Francisco, CA 94118
(37.782869, -122.466343)"
0360967-01-001,0360967,Join Industries Inc,The Creek Cafe,968 Valencia St,94103,08,5800,11/01/2002 12:00:00 AM,11/01/2002 12:00:00 AM,968 Valencia St,"968 VALENCIA ST
San Francisco, CA 94103
(37.757383, -122.421175)"
0360967-02-001,0360967,Join Industries Inc,Mission Creek Cafe,968 Valencia St,94110,08,5800,11/01/2002 12:00:00 AM,08/22/2007 12:00:00 AM,968 Valencia St,"968 VALENCIA ST
San Francisco, CA 94110
(37.757383, -122.421175)"
0361046-01-001,0361046,Choudhry Aftab R,New Ganges Restaurant,775 Frederick St,94117,08,3079,11/11/2002 12:00:00 AM,11/11/2002 12:00:00 AM,0000 Undeliverable Mail,"775 FREDERICK ST
San Francisco, CA 94117
(37.765796, -122.45727)"
0361046-02-001,0361046,Choudhry Aftab R,Kabab Hut,294 Turk St,94102,08,3079,11/11/2002 12:00:00 AM,07/08/2006 12:00:00 AM,0000 Undeliverable Mail,"294 TURK ST
San Francisco, CA 94102
(37.782825, -122.413883)"
0361087-01-001,0361087,E & N Enterprises Inc,Burger King Rest,1690 Valencia St,94110,08,5800,11/01/2002 12:00:00 AM,11/01/2002 12:00:00 AM,1690 Valencia St,"1690 VALENCIA ST
San Francisco, CA 94110
(37.745891, -122.420085)"
0361238-03-001,0361238,Dababneh Ibrahim N,Mega Mouth Burgers,3392 24th St,94110,08,3079,11/15/2002 12:00:00 AM,09/02/2003 12:00:00 AM,3392 24th St,"3392 24TH ST
San Francisco, CA 94110
(37.752126, -122.420403)"
0361317-01-001,0361317,Ng Yui Wan/situ Andrea,Sushi Rapture,1400 Leavenworth St,94109,08,5812,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,1400 Leavenworth St,"1400 LEAVENWORTH ST
San Francisco, CA 94109
(37.793997, -122.416336)"
0361338-01-001,0361338,Hoang Hanna,Hai's Restaurant,227 Hyde St,94102,08,3079,11/16/2002 12:00:00 AM,11/16/2002 12:00:00 AM,227 Hyde St,"227 HYDE ST
San Francisco, CA 94102
(37.78302, -122.415796)"
0361435-01-001,0361435,Situ Yan Z,C & Y Cafe,400 California St 3rd Flr,94104,08,3079,11/22/2002 12:00:00 AM,11/22/2002 12:00:00 AM,90 El Bonito Way,"400 CALIFORNIA ST
FLR San Francisco, CA 94104
(37.793033, -122.401426)"
0361512-02-001,0361512,Min Soe,Kyaw Sushi Bar,448 Cortland Ave,94110,08,3079,11/21/2002 12:00:00 AM,06/16/2008 12:00:00 AM,2306 33rd Ave,"448 CORTLAND AVE
San Francisco, CA 94110
(37.73909, -122.416702)"
0361787-03-001,0361787,Kim Christopher T,Munch Haven,1244 Market St,94102,08,3079,07/01/2009 12:00:00 AM,07/01/2009 12:00:00 AM,1244 Market St,"1244 MARKET ST
SAN FRANCISCO, CA 94102
(37.778047, -122.415611)"
0361924-01-001,0361924,Kim Linda H,Cooks & Company,Fort Mason Center Bldb B,94123,08,3079,01/10/2003 12:00:00 AM,06/25/2007 12:00:00 AM,Fort Mason Center Bldg B,"FORT MASON CENTER BLDB B San Francisco, CA 94123
(37.800677, -122.436863)"
0362050-02-001,0362050,Yan May,Subway Sandwiches #24254,200 Pine St,94104,08,3079,01/01/2003 12:00:00 AM,02/18/2013 12:00:00 AM,2434 24th Ave,"200 PINE ST
San Francisco, CA 94104
(37.792232, -122.400028)"
0362170-01-001,0362170,Lemongrass Inc,Lemongrass,2348 Polk St,94109,08,5800,01/01/2003 12:00:00 AM,01/01/2003 12:00:00 AM,2348 Polk Street,"2348 POLK ST
San Francisco, CA 94109
(37.798483, -122.42229)"
0362170-02-001,0362170,Lemongrass Inc,Lemongrass Thai Cuisine,2348 Polk St,94109,08,5800,01/01/2003 12:00:00 AM,02/03/2004 12:00:00 AM,2348 Polk Street,"2348 POLK ST
San Francisco, CA 94109
(37.798483, -122.42229)"
0362337-01-001,0362337,Ma Bai Sen,Ma's Dim Sum & Cafe,1315 Powell St,94133,08,3079,01/02/2003 12:00:00 AM,01/02/2003 12:00:00 AM,1547 Powell St #A,"1315 POWELL ST
San Francisco, CA 94133
(37.796698, -122.410121)"
0362383-02-001,0362383,Barbieri Kelly M,Kelly Maria Barbieri,95 Seventh St,94103,08,3079,12/01/2003 12:00:00 AM,12/01/2003 12:00:00 AM,2071 20th Ave,"95 SEVENTH ST
San Francisco, CA 94103
(37.779396, -122.411175)"
0362411-01-001,0362411,Tejada Alberto & Nora,Kadoks Of San Francisco,4794 Mission St,94112,08,3079,10/01/2001 12:00:00 AM,10/01/2001 12:00:00 AM,4794 Mission St,"4794 MISSION ST
San Francisco, CA 94112
(37.721269, -122.437388)"
