,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,Source Zipcode,Class Code,PBC Code,Business Start Date,Location Start Date,Mail Address,Address,City_State_Zipcode,lat_long,geometry,area,length,po_name,state,zip
1477,0379141-01-001,379141,Hayakawa A/hayakawa K,Koo,408 Irving St,94122,8,5812,07/15/2004 12:00:00 AM,07/15/2004 12:00:00 AM,408 Irving St,408 IRVING ST,"San Francisco, CA 94122","(37.764216, -122.462323)",POINT (-122.462323 37.764216),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1480,0379406-01-001,379406,Judahlicious Juice Inc,Judahlicious Juice,3906 Judah St,94122,8,5800,08/15/2004 12:00:00 AM,08/15/2004 12:00:00 AM,3906 Judah Street,3906 JUDAH ST,"San Francisco, CA 94122","(37.760515, -122.504074)",POINT (-122.504074 37.760515),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1490,0379774-01-001,379774,Underdog Organic Llc,Underdog,1634 Irving St,94122,8,5812,09/01/2004 12:00:00 AM,09/01/2004 12:00:00 AM,1634 Irving St,1634 IRVING ST,"San Francisco, CA 94122","(37.763637, -122.47568)",POINT (-122.47568 37.763637),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1527,0380944-01-001,380944,Feng Eddy & Huang Guo Ning,Double E,1363 26th Ave,94122,8,5812,09/18/2004 12:00:00 AM,09/18/2004 12:00:00 AM,1363 26th Ave,1363 26TH AVE,"San Francisco, CA 94122","(37.762061, -122.484555)",POINT (-122.484555 37.762061),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1547,0381823-01-001,381823,H&m Enterprise,Kitchen Kura,1525 Irving St,94122,8,5800,10/12/2004 12:00:00 AM,10/12/2004 12:00:00 AM,1525 Irving St,1525 IRVING ST,"San Francisco, CA 94122","(37.763687, -122.474387)",POINT (-122.474387 37.763687),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1551,0381957-02-001,381957,Paninoteca Inc.,Palio Paninoteca,500 Parnassus Ave,94122,8,5800,11/01/2004 12:00:00 AM,01/01/2010 12:00:00 AM,505 Montgomery St,500 PARNASSUS AVE,"San Francisco, CA 94122","(37.763269, -122.458618)",POINT (-122.458618 37.763269),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1578,0383985-01-001,383985,Cafe Bakery Inc,Cafe Bakery,1365 Noriega St,94122,8,5800,01/01/2005 12:00:00 AM,01/01/2005 12:00:00 AM,1365 Noriega St,1365 NORIEGA ST,"San Francisco, CA 94122","(37.754158, -122.478239)",POINT (-122.478239 37.754158),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1579,0383985-02-001,383985,Cafe Bakery Inc,Won Ton House,1325 Noriega St,94122,8,5800,01/01/2005 12:00:00 AM,01/01/2005 12:00:00 AM,1365 Noriega St,1325 NORIEGA ST,"San Francisco, CA 94122","(37.754164, -122.478072)",POINT (-122.478072 37.754164),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1585,0384285-07-004,384285,Sega Food Group Inc,Cafe Bellini,500 Parnassus Ave,94122,8,5800,12/24/2008 12:00:00 AM,12/24/2008 12:00:00 AM,235 Powell St,500 PARNASSUS AVE,"San Francisco, CA 94122","(37.763269, -122.458618)",POINT (-122.458618 37.763269),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1601,0384978-01-001,384978,Sunga Ramon,Howard's Cafe,1309 Ninth Ave,94122,8,3079,02/28/2005 12:00:00 AM,02/28/2005 12:00:00 AM,1309 Ninth Ave,1309 NINTH AVE,"San Francisco, CA 94122","(37.763765, -122.4663)",POINT (-122.4663 37.763765),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1603,0385140-01-001,385140,Wlc Corporation,Eggettes.com,3136 Noriega St,94122,8,5800,02/14/2005 12:00:00 AM,02/14/2005 12:00:00 AM,3136 Noriega St,3136 NORIEGA ST,"San Francisco, CA 94122","(37.753311, -122.497562)",POINT (-122.497562 37.753311),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1649,0387254-01-001,387254,Mexico Absolute Inc,La Fonda,712 Irving St,94122,8,5800,05/01/2005 12:00:00 AM,05/01/2005 12:00:00 AM,712 Irving St,712 IRVING ST,"San Francisco, CA 94122","(37.764075, -122.465535)",POINT (-122.465535 37.764075),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1659,0387801-05-001,387801,Li Jeffrey Z,Jika Ramen,3925 Irving St,94122,8,3079,04/18/2012 12:00:00 AM,06/05/2014 12:00:00 AM,1163 Geneva Ave,3925 IRVING ST,"San Francisco, CA 94122","(37.762561, -122.499882)",POINT (-122.499882 37.762561),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1685,0389129-01-001,389129,Java Beach Cafe Inc,Java Beach Cafe Inc,1396 La Playa St,94122,8,5800,01/01/1999 12:00:00 AM,01/01/1999 12:00:00 AM,1396 La Playa St,1396 LA PLAYA ST,"San Francisco, CA 94122","(37.76044, -122.509137)",POINT (-122.509137 37.76044),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1726,0391347-01-001,391347,Manna Misghina,New Eritrea Restaurant & Bar,907 Irving St,94122,8,3079,09/06/2005 12:00:00 AM,09/06/2005 12:00:00 AM,907 Irving St,907 IRVING ST,"San Francisco, CA 94122","(37.763989, -122.467629)",POINT (-122.467629 37.763989),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1749,0391761-16-001,391761,Bay Bread Llc,La Boulange De Sunset,1266 9th Ave,94122,8,5812,10/10/2005 12:00:00 AM,10/10/2013 12:00:00 AM,Po Box 34442 Tax 2,1266 9TH AVE,"San Francisco, CA 94122","(37.764548, -122.466354)",POINT (-122.466354 37.764548),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1757,0392215-01-003,392215,Layers Llc,Patxis Chicago Pizza,822 Irving St,94122,8,5800,08/20/2005 12:00:00 AM,10/24/2011 12:00:00 AM,30 Liberty Ship Way 3110,822 IRVING ST,"San Francisco, CA 94122","(37.764018, -122.466796)",POINT (-122.466796 37.764018),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1767,0392820-01-001,392820,Enjoy Vegetarian Restaurnt Llc,Enjoy Vegetarian Restaurnt Llc,754 Kirkham St,94122,8,5800,11/19/2005 12:00:00 AM,11/19/2005 12:00:00 AM,754 Kirkham St,754 KIRKHAM ST,"San Francisco, CA 94122","(37.760186, -122.469078)",POINT (-122.469078 37.760186),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1804,0394483-01-001,394483,Perez Patrick J,Kailas Corner Cup,3655 Lawton St,94122,8,3079,01/08/2006 12:00:00 AM,01/08/2006 12:00:00 AM,389 Maynard St,3655 LAWTON ST,"San Francisco, CA 94122","(37.756838, -122.502115)",POINT (-122.502115 37.756838),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1820,0395083-04-001,395083,Fresca Restaurants Inc,Pasion Restaurant,737 Irving St,94121,8,5800,01/01/2006 12:00:00 AM,05/15/2010 12:00:00 AM,3945 24th St,737 IRVING ST,"San Francisco, CA 94121","(37.764056, -122.465904)",POINT (-122.465904 37.764056),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1857,0396395-01-001,396395,Pisces California Cuisine Corp,Pisces California Cuisine,3416 Judah St,94122,8,5800,03/15/2006 12:00:00 AM,03/15/2006 12:00:00 AM,3416 Judah St,3416 JUDAH ST,"San Francisco, CA 94122","(37.760751, -122.498598)",POINT (-122.498598 37.760751),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1877,0397033-01-001,397033,Baysubway,Subway,500 Parnassus Avenue Level 1,94122,8,5800,11/01/2003 12:00:00 AM,11/01/2003 12:00:00 AM,4570 Atlas Peak Rd,500 PARNASSUS AVENUE,"San Francisco, CA 94122","(37.763269, -122.458618)",POINT (-122.458618 37.763269),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1885,0397122-01-001,397122,Dynamic Holding Company Llc,Underdogs Sports Bar And Grill,1824 Irving St,94122,8,5800,03/27/2006 12:00:00 AM,03/27/2006 12:00:00 AM,1824 Irving St,1824 IRVING ST,"San Francisco, CA 94122","(37.763554, -122.477643)",POINT (-122.477643 37.763554),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1886,0397122-02-001,397122,Dynamic Holding Company Llc,Taco Shop At Underdogs,1824 Irving St,94122,8,5800,03/27/2006 12:00:00 AM,10/01/2008 12:00:00 AM,1824 Irving St,1824 IRVING ST,"San Francisco, CA 94122","(37.763554, -122.477643)",POINT (-122.477643 37.763554),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1893,0397444-01-001,397444,Seyoum Mekonnen G Kiflai Yodit,U C Market,1251 3rd Ave,94122,8,3079,04/04/2006 12:00:00 AM,04/04/2006 12:00:00 AM,1251 3rd Ave,1251 3RD AVE,"San Francisco, CA 94122","(37.765126, -122.459953)",POINT (-122.459953 37.765126),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
1980,0400405-01-001,400405,Miyauchi Kazuyoshi,Sushi Kazu,841 Irving St,94122,8,3079,08/15/2006 12:00:00 AM,08/15/2006 12:00:00 AM,841 Irving Street,841 IRVING ST,"San Francisco, CA 94122","(37.764007, -122.46712)",POINT (-122.46712 37.764007),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2062,0404697-01-001,404697,Pizza Place Llc,The Pizza Place On Noriega,3901 Noriega St,94122,8,5812,03/01/2007 12:00:00 AM,03/01/2007 12:00:00 AM,3901 Noriega St,3901 NORIEGA ST,"San Francisco, CA 94122","(37.752958, -122.505595)",POINT (-122.505595 37.752958),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2068,0405098-01-001,405098,Matzuyama Arthur B,Fujiyama Ya Japanese Restauran,1234 Noriega St,94122,8,3079,01/15/2007 12:00:00 AM,01/15/2007 12:00:00 AM,1337 Ortega St,1234 NORIEGA ST,"San Francisco, CA 94122","(37.754207, -122.477106)",POINT (-122.477106 37.754207),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2083,0412914-01-001,412914,Yum Yum Fish Llc,Yum Yum Fish,2181 Irving St,94122,8,5812,07/14/2006 12:00:00 AM,07/14/2006 12:00:00 AM,2181 Irving St,2181 IRVING ST,"San Francisco, CA 94122","(37.763395, -122.481215)",POINT (-122.481215 37.763395),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2105,0414540-02-001,414540,Pte Restaurant Inc,Nabe,1325 9th Ave,94122,8,5800,04/01/2007 12:00:00 AM,07/19/2012 12:00:00 AM,1325 9th    Ave,1325 9TH AVE,"San Francisco, CA 94122","(37.763746, -122.466298)",POINT (-122.466298 37.763746),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2142,0417831-02-001,417831,Trinational Corporation,Trinatinal Corp-Jamba Juc Ucsf,500 Parnassus Ave 116,94122,8,5800,07/27/2010 12:00:00 AM,07/27/2010 12:00:00 AM,4100 Redwood Rd #405,500 PARNASSUS AVE,"San Francisco, CA 94122","(37.763269, -122.458618)",POINT (-122.458618 37.763269),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2181,0419981-03-001,419981,Ha Noi Bistro,Green Bamboo,1240 Noriega St,94122,8,5800,08/01/2007 12:00:00 AM,04/15/2010 12:00:00 AM,1240 Noriega Street,1240 NORIEGA ST,"San Francisco, CA 94122","(37.754203, -122.477179)",POINT (-122.477179 37.754203),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2182,0419983-01-001,419983,Chin Young C,Irving Cafe,1292 23rd Ave,94122,8,3079,07/19/2007 12:00:00 AM,07/19/2007 12:00:00 AM,1292 23rd Av,1292 23RD AVE,"San Francisco, CA 94122","(37.763489, -122.481418)",POINT (-122.481418 37.763489),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2183,0420167-01-001,420167,Pho Huynh Hiep Ii Inc,Pho Huynh Hiep Ii Inc,1833 Irving St,94122,8,5800,08/01/2007 12:00:00 AM,08/01/2007 12:00:00 AM,P.o. Box 3637,1833 IRVING ST,"San Francisco, CA 94122","(37.76355, -122.477737)",POINT (-122.477737 37.76355),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2230,0423187-01-001,423187,Phu Quoc Inc,Phu Quoc Beef Noodle House,1816 Irving St,94122,8,5800,07/30/2008 12:00:00 AM,07/31/2008 12:00:00 AM,1816 Irving St,1816 IRVING ST,"San Francisco, CA 94122","(37.763559, -122.477519)",POINT (-122.477519 37.763559),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2233,0423432-01-001,423432,Nk Foods Inc,Tofu Village,1920 Irving St,94122,8,5800,12/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,1920 Irving St,1920 IRVING ST,"San Francisco, CA 94122","(37.763512, -122.478603)",POINT (-122.478603 37.763512),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2270,0424545-01-001,424545,Hogan Bars Inc,Chug Pub,1849 Lincoln Wy,94122,8,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,1849 Lincoln Way,1849 LINCOLN WY,"San Francisco, CA 94122","(37.765398, -122.477756)",POINT (-122.477756 37.765398),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2278,0424906-01-001,424906,Aa&m Enterprises Inc,Irving Cafe & Deli,2146 Irving St,94122,8,5800,01/01/2008 12:00:00 AM,01/01/2008 12:00:00 AM,2146 Irving St,2146 IRVING ST,"San Francisco, CA 94122","(37.763414, -122.480844)",POINT (-122.480844 37.763414),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2283,0425103-01-001,425103,Li Qing Xiang,Menkee Wonton,1701 Noriega St,94122,8,3079,01/28/2008 12:00:00 AM,01/28/2008 12:00:00 AM,1701 Noriega St,1701 NORIEGA ST,"San Francisco, CA 94122","(37.753997, -122.482028)",POINT (-122.482028 37.753997),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2325,0426754-01-001,426754,Moss And Stone Llc,Academy Cafe,55 Concourse Dr,94118,8,5800,03/11/2008 12:00:00 AM,03/11/2008 12:00:00 AM,580 Valencia St,55 CONCOURSE DR,"San Francisco, CA 94118","(37.770254, -122.466801)",POINT (-122.466801 37.770254),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2326,0426754-02-001,426754,Moss And Stone Llc,The Moss Room,55 Concourse Dr,94118,8,5800,03/11/2008 12:00:00 AM,03/11/2008 12:00:00 AM,580 Valencia St,55 CONCOURSE DR,"San Francisco, CA 94118","(37.770254, -122.466801)",POINT (-122.466801 37.770254),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2337,0427358-02-001,427358,Lee Young Taek,Jenny's Burger,1233 9th Ave,94122,8,3079,04/10/2008 12:00:00 AM,07/08/2008 12:00:00 AM,1233 9th Ave,1233 9TH AVE,"San Francisco, CA 94122","(37.765288, -122.466397)",POINT (-122.466397 37.765288),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2380,0429422-01-001,429422,King Of Wonton & Noodles Usinc,King Of Wonton & Noodles Us,1936 Irving St,94122,8,5800,06/13/2008 12:00:00 AM,06/13/2008 12:00:00 AM,1936 Irving St,1936 IRVING ST,"San Francisco, CA 94122","(37.763493, -122.478977)",POINT (-122.478977 37.763493),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2388,0429796-01-001,429796,Parker Nicholas H,Stuyvesant Coffee & Tea,1275 2nd Ave 5,94122,8,3079,07/01/2008 12:00:00 AM,07/01/2008 12:00:00 AM,1275 2nd Ave 5,1275 2ND AVE,"San Francisco, CA 94122","(37.764816, -122.458859)",POINT (-122.458859 37.764816),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2436,0431931-01-001,431931,Ta Corbins,New Sandy's Cafe & Deli,1382 9th Ave,94122,8,3079,08/15/2008 12:00:00 AM,08/15/2008 12:00:00 AM,1382 9th Ave,1382 9TH AVE,"San Francisco, CA 94122","(37.762516, -122.466199)",POINT (-122.466199 37.762516),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2500,0434510-01-001,434510,S&t Hong Kong Seafood Inc,S&t Hong Kong Seafood Inc,2588 Noriega St,94122,8,5800,05/01/2006 12:00:00 AM,05/01/2006 12:00:00 AM,2588 Noriega St,2588 NORIEGA ST,"San Francisco, CA 94122","(37.75359, -122.491315)",POINT (-122.491315 37.75359),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2527,0435840-01-001,435840,Soi Gow Llc,Soi Gow Thai Noodle Cafe,1319 9th Ave,94122,8,5812,03/09/2009 12:00:00 AM,03/09/2009 12:00:00 AM,1319 9th Ave,1319 9TH AVE,"San Francisco, CA 94122","(37.763619, -122.466287)",POINT (-122.466287 37.763619),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2528,0435840-02-001,435840,Soi Gow Llc,Soi Gow Authentic Thai Cuisine,1319 9th Ave,94122,8,5812,03/09/2009 12:00:00 AM,05/11/2011 12:00:00 AM,1319 9th Ave,1319 9TH AVE,"San Francisco, CA 94122","(37.763619, -122.466287)",POINT (-122.466287 37.763619),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2577,0438729-01-001,438729,Sunrise Middle Eastern Deli In,Sunrise Deli,2115 Irving St,94122,8,5800,05/05/2009 12:00:00 AM,05/05/2009 12:00:00 AM,2115 Irving St,2115 IRVING ST,"San Francisco, CA 94122","(37.763431, -122.480496)",POINT (-122.480496 37.763431),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2594,0439283-01-001,439283,Lim Lorraine A,Crepe Temptations,2575 Judah St,94122,8,3079,05/26/2009 12:00:00 AM,05/26/2009 12:00:00 AM,2575 Judah Street,2575 JUDAH ST,"San Francisco, CA 94122","(37.761152, -122.489608)",POINT (-122.489608 37.761152),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2621,0440439-01-001,440439,Hong Kit Meng,Hong's Kitchen,3917 Noriega St,94122,8,3079,07/01/2009 12:00:00 AM,07/01/2009 12:00:00 AM,1543 45th Ave,3917 NORIEGA ST,"San Francisco, CA 94122","(37.752952, -122.50576)",POINT (-122.50576 37.752952),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2680,0441921-01-001,441921,Golden Rice Bowl Inc,Golden Rice Bowl Restaurant,1030 Irving St,94122,8,5800,02/15/2008 12:00:00 AM,02/15/2008 12:00:00 AM,115 Moncada Way,1030 IRVING ST,"San Francisco, CA 94122","(37.763923, -122.469032)",POINT (-122.469032 37.763923),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2693,0442394-01-001,442394,Dall Usa Inc,Mao Mao's Kitchen,2555 Judah St,94122,8,5800,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,418 Ramsell St,2555 JUDAH ST,"San Francisco, CA 94122","(37.76116, -122.489396)",POINT (-122.489396 37.76116),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2710,0443107-01-001,443107,Ko Ok J,Hahn's Hibachi #6,535 Irving St,94122,8,3079,05/31/2013 12:00:00 AM,05/31/2013 12:00:00 AM,535 Irving St,535 IRVING ST,"San Francisco, CA 94122","(37.764165, -122.463686)",POINT (-122.463686 37.764165),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2738,0444171-02-001,444171,Bm Holdings Inc,Milano Pizzeria,1330 9th Ave,94122,8,5800,10/29/2009 12:00:00 AM,07/15/2013 12:00:00 AM,1681 Church St,1330 9TH AVE,"San Francisco, CA 94122","(37.7634, -122.466267)",POINT (-122.466267 37.7634),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2739,0444171-04-001,444171,Bm Holdings Inc,Pizzeria De Bruno,1330 9th Ave,94122,8,5800,10/29/2009 12:00:00 AM,02/01/2014 12:00:00 AM,1681 Church St,1330 9TH AVE,"San Francisco, CA 94122","(37.7634, -122.466267)",POINT (-122.466267 37.7634),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2740,0444171-05-001,444171,Bm Holdings Inc,Baiano,1330 9th Ave,94122,8,5800,10/29/2009 12:00:00 AM,04/30/2014 12:00:00 AM,1681 Church St,1330 9TH AVE,"San Francisco, CA 94122","(37.7634, -122.466267)",POINT (-122.466267 37.7634),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2747,0444408-01-001,444408,Twenty Two Holdings Llc,Social Kitchen & Brewery,1326 9th Ave,94122,8,5812,12/02/2009 12:00:00 AM,12/02/2009 12:00:00 AM,1326 9th Ave,1326 9TH AVE,"San Francisco, CA 94122","(37.763486, -122.466275)",POINT (-122.466275 37.763486),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2758,0444622-01-001,444622,The Pots Llc,Same As The Llc Name,2652 Judah St,94122,8,5800,12/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,2652 Judah Street,2652 JUDAH ST,"San Francisco, CA 94122","(37.761098, -122.490767)",POINT (-122.490767 37.761098),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2870,0449289-01-001,449289,Ccjk Corp,Saiwaii Ramen,2240 Irving St,94122,8,5800,05/17/2010 12:00:00 AM,05/17/2010 12:00:00 AM,2240 Irving St,2240 IRVING ST,"San Francisco, CA 94122","(37.763351, -122.48226)",POINT (-122.48226 37.763351),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2879,0449640-01-001,449640,Coyle Robert J,Drip Coffee Company,450 Stanyan St,94117,8,3079,06/03/2010 12:00:00 AM,06/03/2010 12:00:00 AM,700 Tulane Ct,450 STANYAN ST,"San Francisco, CA 94117","(37.77384, -122.454495)",POINT (-122.454495 37.77384),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2905,0450363-01-001,450363,Brother Seafood Inc,Brother Seafood Inc,1830 Irving St,94122,8,5800,07/03/2010 12:00:00 AM,07/03/2010 12:00:00 AM,1830 Irving St,1830 IRVING ST,"San Francisco, CA 94122","(37.763549, -122.477773)",POINT (-122.477773 37.763549),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2921,0450932-01-001,450932,Sahesalaeh Hilda,Thai Cottage Restaurant,4041 Judah St,94122,8,3079,08/01/2010 12:00:00 AM,08/01/2010 12:00:00 AM,4041 Judah St,4041 JUDAH ST,"San Francisco, CA 94122","(37.760449, -122.505558)",POINT (-122.505558 37.760449),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2928,0451151-01-001,451151,Makhoul & Sons Inc,Jm Liquor,3801 Noriega St,94122,8,5800,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,3801 Noriega St,3801 NORIEGA ST,"San Francisco, CA 94122","(37.753001, -122.504593)",POINT (-122.504593 37.753001),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2929,0451151-02-001,451151,Makhoul & Sons Inc,La Playa Taqueria,3817 Noriega St,94122,8,5800,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,3801 Noriega St,3817 NORIEGA ST,"San Francisco, CA 94122","(37.752995, -122.50471)",POINT (-122.50471 37.752995),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2967,0452320-01-001,452320,Adviniti Corporation,Let's Roll Sushi,2154 Irving St,94122,8,5800,09/01/2010 12:00:00 AM,09/01/2010 12:00:00 AM,2154 Irving St,2154 IRVING ST,"San Francisco, CA 94122","(37.763396, -122.481203)",POINT (-122.481203 37.763396),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2974,0452656-01-001,452656,Sourkao Llc,Wooly Pig Cafe,205 Hugo St,94122,8,5812,10/21/2010 12:00:00 AM,10/21/2010 12:00:00 AM,205 Hugo St,205 HUGO ST,"San Francisco, CA 94122","(37.765254, -122.460006)",POINT (-122.460006 37.765254),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2987,0452801-04-001,452801,Yin Chei Chen,Yin Mcdonalds,730 Stanyan St,94117,8,3079,10/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,185 Butcher Rd,730 STANYAN ST,"San Francisco, CA 94117","(37.768938, -122.453503)",POINT (-122.453503 37.768938),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
2993,0453036-01-001,453036,Loving Hut Vegan World Inc,Loving Hut Vegan Cuisine,524 Irving St,94122,8,5800,10/01/2010 12:00:00 AM,10/01/2010 12:00:00 AM,524 Irving St,524 IRVING ST,"San Francisco, CA 94122","(37.764169, -122.463599)",POINT (-122.463599 37.764169),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3000,0453413-01-001,453413,Bhagat Inc,Golden Gate Pizza&indian Resta,4038 Judah St,94122,8,5800,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,4038 Judah St,4038 JUDAH ST,"San Francisco, CA 94122","(37.76046, -122.505263)",POINT (-122.505263 37.76046),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3004,0453440-04-001,453440,Wain Maqsood U,Noori,1924 Irving St,94122,8,3079,10/18/2010 12:00:00 AM,10/03/2013 12:00:00 AM,1924 Irving St,1924 IRVING ST,"San Francisco, CA 94122","(37.763505, -122.478738)",POINT (-122.478738 37.763505),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3018,0453888-01-001,453888,Heval Inc,Park Gyros,1201 9th Ave,94122,8,5800,11/06/2010 12:00:00 AM,11/06/2010 12:00:00 AM,1201 9th Ave,1201 9TH AVE,"San Francisco, CA 94122","(37.765648, -122.466418)",POINT (-122.466418 37.765648),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3019,0453937-01-001,453937,Nshl Capital Llc,Dash Cafe,420 Judah St,94122,8,5812,11/08/2010 12:00:00 AM,11/08/2010 12:00:00 AM,420 Judah St,420 JUDAH ST,"San Francisco, CA 94122","(37.762213, -122.466567)",POINT (-122.466567 37.762213),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3021,0453964-04-001,453964,Martha's Coffee Inc,Martha's Coffee & Tea,401 Irving St,94122,8,5800,11/09/2010 12:00:00 AM,10/01/2012 12:00:00 AM,745 Cortland Ave.,401 IRVING ST,"San Francisco, CA 94122","(37.764217, -122.46231)",POINT (-122.46231 37.764217),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3022,0453980-01-001,453980,Hapa & Stein Inc,Hapa & Stein Inc,419 Lawton St,94122,8,5800,08/27/2007 12:00:00 AM,08/27/2007 12:00:00 AM,419 Lawton St,419 LAWTON ST,"San Francisco, CA 94122","(37.758384, -122.46744)",POINT (-122.46744 37.758384),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3106,0456409-03-001,456409,Masala Llc,Masala Dosa,1375 9th Ave,94122,8,5812,02/01/2011 12:00:00 AM,06/22/2011 12:00:00 AM,1375 9th Ave,1375 9TH AVE,"San Francisco, CA 94122","(37.762718, -122.466214)",POINT (-122.466214 37.762718),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3120,0456707-02-001,456707,Khan Farooq R,The Turkey Fry Company,4108 Moraga St,94122,8,3079,02/22/2011 12:00:00 AM,03/24/2013 12:00:00 AM,4108 Moraga St,4108 MORAGA ST,"San Francisco, CA 94122","(37.754765, -122.5069)",POINT (-122.5069 37.754765),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3142,0457331-01-001,457331,Hyn Group Inc,Yellow Submarine,503 Irving St,94122,8,5800,03/14/2011 12:00:00 AM,03/14/2011 12:00:00 AM,124 Laurelwood Dr,503 IRVING ST,"San Francisco, CA 94122","(37.764195, -122.463112)",POINT (-122.463112 37.764195),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
3178,0458028-01-001,458028,Tay Giang Llc,Tay Giang Llc,2543 Noriega St,94122,8,5800,01/19/2011 12:00:00 AM,01/19/2011 12:00:00 AM,2543 Noriega St,2543 NORIEGA ST,"San Francisco, CA 94122","(37.7536, -122.491108)",POINT (-122.491108 37.7536),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
